,Open Price,PM Beginning Price,PM High Price,Prior Day Price Action Trend,Premarket Move Change Classification,Premarket Move Time Classification,LOD move
1368,1.72,1.45,1.85,Slight Downtrend,Medium-Small Retracement,Long Downtrend,-0.05167173252279633
1369,1.47,1.2,1.75,Large Uptrend,Medium Retracement,Sudden Upmove to Fade,-0.0762463343108505
1370,2.85,2.65,3.05,Uptrending,Medium Retracement,Sudden Upmove to Fade,-0.07692307692307693
1371,2.34,2.12,2.42,Sideways,Medium-Small Retracement,Sudden Downmove,-0.03573705179282856
1372,1.58,1.37,1.9,Slight Downtrend,Medium Retracement,Sudden Upmove to Fade,-0.021126760563380302
1373,1.45,1.31,1.5,Sideways,Medium-Small Retracement,Equal Uptrend/Downtrend,-0.10259171512671407
1374,1.01,0.88,1.06,Sideways,Medium-Small Retracement,Sudden Upmove to Fade,-0.010000000000000009
1375,1.49,1.49,1.77,Slight Uptrend,Full Retracement,Sudden Upmove to Fade,-0.06398341913485332
1376,1.13,1.0,1.24,Sideways,Medium Retracement,Medium Downtrend,-0.043137254901960735
1377,16.5,12.35,16.9,Sideways,Barely Retraces,Long Downtrend,-0.017661388550548274
1378,1.97,1.9,2.25,Large Uptrend,Full Retracement,Sudden Upmove to Fade,0.0
1379,1.62,1.6,2.02,Slight Downtrend,Full Retracement,Long Downtrend,-0.09709126235784898
1380,1.89,1.58,2.01,Slight Downtrend,Medium-Small Retracement,Medium Uptrend then downmove,-0.04426290779005818
1381,3.69,3.56,4.26,Sideways,Full Retracement,Sudden Upmove to Fade,-0.020318251644879874
1382,4.51,4.26,4.79,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.04821188329551615
1383,2.42,2.24,2.67,Sideways,Medium Retracement,Long Downtrend,-0.02083333333333326
1384,15.76,13.62,16.33,Extreme Uptrend,Small-Medium Retracement,Sudden Downmove,-0.14436838830118234
1385,3.14,2.8,3.33,Slight Uptrend,Medium-Small Retracement,Sudden Upmove to Fade,-0.003787878787878875
1386,2.6,2.1,2.6454,Uptrending,Barely Retraces,Sudden Downmove,-0.18210862619808302
1387,18.68,16.33,19.2,Downtrending,Small-Medium Retracement,Sudden Downmove,-0.020091848450057483
1388,1.07,1.06,1.25,Slight Uptrend,Full Retracement,Sudden Upmove to Fade,
1389,2.14,1.91,2.41,Extreme Uptrend,Medium Retracement,Equal Uptrend/Downtrend,-0.014686744748094473
1390,1.54,1.4,1.61,Sideways,Medium-Small Retracement,Sudden Upmove to Fade,-0.029643731302692468
1391,2.09,1.8,2.2,Sideways,Medium-Small Retracement,Sudden Upmove to Fade,-0.01625088320017394
1392,1.59,1.49,1.75,Slight Uptrend,Medium Retracement,Medium Downtrend,
1393,2.93,2.29,3.06,Slight Downtrend,Small Retracement,Equal Uptrend/Downtrend,
1394,14.98,19.0,17.53,Sideways,Back to where it came from,Sudden Upmove to Fade,-0.11996053670086818
1395,4.46,3.98,4.9,Slight Uptrend,Medium Retracement,Equal Uptrend/Downtrend,-0.07520891364902507
1396,2.0,1.53,2.24,Sideways,Medium-Small Retracement,Sudden Upmove to Fade,-0.06879862770324087
1397,2.92,2.7,3.22,Sideways,Medium Retracement,Sudden Upmove to Fade,
1398,2.91,2.51,3.1,Slight Uptrend,Medium-Small Retracement,Sudden Upmove to Fade,-0.05090909090909095
1399,4.0,2.88,4.18,Sideways,Barely Retraces,Sudden Downmove,-0.12268739488158555
1400,3.18,2.19,3.28,Sideways,Barely Retraces,Sudden Upmove to Fade,-0.2739018087855297
1401,7.05,5.97,7.8,Downtrending,Medium-Small Retracement,Equal Uptrend/Downtrend,-0.07033639143730887
1402,2.05,1.81,2.375,Sideways,Medium Retracement,Sudden Downmove,0.0
1403,1.44,1.26,1.61,Sideways,Medium Retracement,Medium Downtrend,-0.08585358421573858
1404,7.75,5.86,9.21,Slight Downtrend,Medium-Small Retracement,Equal Uptrend/Downtrend,-0.022156573116691208
1405,6.51,5.99,6.9,Downtrending,Medium Retracement,Sudden Upmove to Fade,
1406,1.25,1.47,2.0,Sideways,Full Retracement,Sudden Upmove to Fade,-0.05468750000000005
1407,1.86,1.76,2.07,Sideways,Medium Retracement,Long Downtrend,-0.07660455486542445
1408,1.69,1.68,1.96,Sideways,Full Retracement,Sudden Upmove to Fade,-0.0532544378698224
1409,3.35,3.13,3.99,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.040960277193416675
1410,3.01,2.53,3.16,Slight Uptrend,Small-Medium Retracement,Medium Downtrend,-0.03886925795052999
1411,3.57,3.61,4.39,Large Uptrend,Full Retracement,Sudden Upmove to Fade,-0.028342921285253255
1412,1.4,1.35,1.6,Slight Uptrend,Full Retracement,Sudden Upmove to Fade,-0.029197080291970826
1413,17.8,14.0,20.0,Extreme Uptrend,Medium-Small Retracement,Medium Uptrend then downmove,-0.10536044362292056
1414,8.01,6.33,8.89,Sideways,Medium-Small Retracement,Sudden Downmove,
1415,12.0,8.65,12.65,Extreme Uptrend,Small Retracement,Medium Uptrend then downmove,-0.003804618531353641
1416,6.44,5.4,6.86,Extreme Uptrend,Medium-Small Retracement,Sudden Downmove,
1417,2.4,2.14,2.55,Slight Uptrend,Medium-Small Retracement,Equal Uptrend/Downtrend,-0.028077753779697602
1418,7.7,6.05,7.98,Slight Uptrend,Small Retracement,Sudden Upmove to Fade,-0.08757961783439487
1419,16.13,13.24,16.4,Sideways,Barely Retraces,Sudden Downmove,-0.01762114537444941
1420,1.93,1.73,2.3,Sideways,Medium Retracement,Medium Downtrend,-0.005681818181818187
1421,10.95,10.0,11.55,Sideways,Medium Retracement,Equal Uptrend/Downtrend,-0.03112449799196792
1422,3.0,2.72,3.1,Large Uptrend,Medium-Small Retracement,Long Downtrend,0.0
1423,28.41,20.37,31.0,Sideways,Small-Medium Retracement,Sudden Upmove to Fade,-0.0177314136276115
1424,2.5,1.89,2.6,Sideways,Small Retracement,Sudden Downmove,-0.06299212598425202
1425,4.9,7.36,7.4,Sideways,Back to where it came from,Sudden Upmove to Fade,-0.049382716049382755
1426,3.2,2.95,3.35,Sideways,Medium-Small Retracement,Sudden Upmove to Fade,-0.05051402028757825
1427,4.0,2.64,4.65,Sideways,Small-Medium Retracement,Equal Uptrend/Downtrend,-0.10879629629629634
1428,1.37,1.35,1.78,Sideways,Full Retracement,Sudden Upmove to Fade,-0.05098039215686271
1429,4.0,4.0,5.0,,Full Retracement,Sudden Upmove to Fade,-0.015000000000000013
1430,3.32,2.9,3.47,Uptrending,Medium-Small Retracement,Medium Downtrend,-0.020134228187919483
1431,1.99,1.76,2.08,Sideways,Medium-Small Retracement,Equal Uptrend/Downtrend,-0.06217616580310875
1432,1.85,1.81,2.15,Sideways,Full Retracement,Medium Downtrend,-0.030212607236105915
1433,1.4,1.35,1.64,Downtrending,Full Retracement,Sudden Upmove to Fade,-0.11042944785276071
1434,1.77,1.82,2.11,Sideways,Full Retracement,Equal Uptrend/Downtrend,
1435,3.25,3.15,3.55,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.07936507936507936
1436,3.65,2.93,3.84,Sideways,Small-Medium Retracement,Sudden Downmove,-0.08383233532934126
1437,4.8,4.35,5.55,Slight Uptrend,Medium Retracement,Sudden Upmove to Fade,-0.04261022747580996
1438,5.01,4.7,5.75,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.07171314741035846
1439,3.0,2.07,3.14,Sideways,Barely Retraces,Sudden Downmove,-0.07857142857142849
1440,3.0,2.6,3.16,Sideways,Medium-Small Retracement,Sudden Downmove,
